variant,1,2,3,4
a,1.6666666666666667,5.0,3.3333333333333335,15.0
b,8.333333333333332,1.6666666666666667,8.333333333333332,6.666666666666667
c,6.666666666666667,11.666666666666666,3.3333333333333335,3.3333333333333335
d,8.333333333333332,6.666666666666667,10.0,0.0
