variant,1,2,3,4
gg,10.0,1.6666666666666667,6.666666666666667,6.666666666666667
cg,3.3333333333333335,5.0,5.0,11.666666666666666
gc,3.3333333333333335,11.666666666666666,6.666666666666667,3.3333333333333335
cc,8.333333333333332,6.666666666666667,6.666666666666667,3.3333333333333335
