pair,mean_flip_rate,mean_abs_rank_diff,mean_rank_diff,mean_first_share,mean_second_share,weighted_flip_rate,weighted_mean_rank_diff,weighted_mean_abs_rank_diff
a_vs_b,0.24000000000000005,1.62,-0.5266666666666666,0.6266666666666667,0.37333333333333335,0.24,-0.5266666666666666,1.62
c_vs_d,0.2866666666666667,1.3266666666666667,0.04666666666666666,0.4733333333333334,0.5266666666666667,0.2866666666666667,0.04666666666666667,1.3266666666666667
